station_id,name,lat,lon,capacity
a3a76cb6-a135-11e9-9cda-0a87ae2ba916,Greenview Ave & Fullerton Ave,41.92533,-87.6658,15
a3a96aca-a135-11e9-9cda-0a87ae2ba916,Halsted St & 37th St,41.827059,-87.64572,11
a3acb1de-a135-11e9-9cda-0a87ae2ba916,California Ave & Lake St,41.88445395657,-87.6962981368,11
a3acdae2-a135-11e9-9cda-0a87ae2ba916,Wentworth Ave & 63rd St,41.78007963264,-87.6297463052,11
a3aae35a-a135-11e9-9cda-0a87ae2ba916,Calumet Ave & 35th St,41.831379,-87.618034,15
a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,Hoyne Ave & 47th St,41.808227,-87.67718,11
a3aa35a4-a135-11e9-9cda-0a87ae2ba916,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,31
a3ad4d1b-a135-11e9-9cda-0a87ae2ba916,Woodlawn Ave & Lake Park Ave,41.81409271048,-87.5970051479,15
a3b2905a-a135-11e9-9cda-0a87ae2ba916,Exchange Ave & 79th St,41.752029,-87.552096,11
a3a72012-a135-11e9-9cda-0a87ae2ba916,Rush St & Cedar St,41.90230870122,-87.627690528,11
a3a3e67b-a135-11e9-9cda-0a87ae2ba916,New St & Illinois St,41.890847040623804,-87.61861681938171,31
a3a5700b-a135-11e9-9cda-0a87ae2ba916,Dearborn St & Erie St,41.893992,-87.629318,27
a3a528d0-a135-11e9-9cda-0a87ae2ba916,Stony Island Ave & 64th St,41.778881,-87.586647,11
a3a41004-a135-11e9-9cda-0a87ae2ba916,Cannon Dr & Fullerton Ave,41.9267559875,-87.6344287848,15
a3ad8072-a135-11e9-9cda-0a87ae2ba916,University Ave & 57th St,41.791478,-87.599861,31
a3a80512-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Cortland St,41.915983,-87.677335,19
a3ac1607-a135-11e9-9cda-0a87ae2ba916,Ada St & Washington Blvd,41.88283,-87.661206,15
a3afd294-a135-11e9-9cda-0a87ae2ba916,Troy St & Elston Ave,41.94524356848,-87.7066499009,15
1850866657089146912,Blackstone Ave & 59th St,41.787877,-87.590461,19
a3b3915a-a135-11e9-9cda-0a87ae2ba916,Malcolm X College,41.877618,-87.673895,19
a3a565b1-a135-11e9-9cda-0a87ae2ba916,Halsted St & Polk St,41.87184,-87.64664,19
a3aaa68b-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,19
a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,Morgan St & 31st St,41.8378,-87.65114,11
430d5876-c44d-446e-ac53-065da9fb9c17,Green St & Randolph St*,41.883601657275165,-87.64862671494483,12
a3b20960-a135-11e9-9cda-0a87ae2ba916,Damen Ave & 51st St,41.800908,-87.674684,7
a3b4399a-a135-11e9-9cda-0a87ae2ba916,Smith Park,41.892048,-87.689397,15
a3ab86b6-a135-11e9-9cda-0a87ae2ba916,Wolcott Ave & Polk St,41.871262,-87.673688,23
a3b47cbc-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Walnut (Lake) St,41.885951,-87.677009,15
a3b481e1-a135-11e9-9cda-0a87ae2ba916,Wood St & Augusta Blvd,41.899181,-87.6722,15
a3af52bc-a135-11e9-9cda-0a87ae2ba916,Marine Dr & Ainslie St,41.9716,-87.650154,23
a3b00b3a-a135-11e9-9cda-0a87ae2ba916,Richmond St & Diversey Ave,41.93190196886,-87.7011951301,15
a3aabad8-a135-11e9-9cda-0a87ae2ba916,Sheffield Ave & Webster Ave,41.92154,-87.653818,19
a3a99d47-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & 18th St,41.857813,-87.62455,23
1871992980799203880,Mozart St & 79th St,41.749702,-87.693917,15
a3a62566-a135-11e9-9cda-0a87ae2ba916,Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,19
a3a75d8a-a135-11e9-9cda-0a87ae2ba916,State St & 35th St,41.8310363140161,-87.62679755687714,19
90011328-f7bd-4b7b-8f95-8204a0b50f27,Wells St & Institute Pl,41.89737986072316,-87.63442039489746,11
a3a8999a-a135-11e9-9cda-0a87ae2ba916,Montrose Harbor,41.963982,-87.638181,31
a3a9c5f7-a135-11e9-9cda-0a87ae2ba916,Western Ave & 24th St,41.84847,-87.685109,7
1850868044363584392,University Ave & 59th St,41.787878,-87.598906,15
a3b477ac-a135-11e9-9cda-0a87ae2ba916,Hoyne Ave & Balmoral Ave,41.979851,-87.681932,15
a3b01a86-a135-11e9-9cda-0a87ae2ba916,Campbell Ave & Fullerton Ave,41.92463247165,-87.6893070063,15
a3a5f5e6-a135-11e9-9cda-0a87ae2ba916,Halsted St & 21st St,41.85377981072743,-87.6466029882431,11
a3a5de24-a135-11e9-9cda-0a87ae2ba916,Lincoln Ave & Melrose St,41.9406,-87.669435,15
a3a497b6-a135-11e9-9cda-0a87ae2ba916,Dayton St & North Ave,41.9105780349,-87.6494219288,19
a3b2c87c-a135-11e9-9cda-0a87ae2ba916,Kilbourn Ave & Milwaukee Ave,41.94707089418471,-87.74000823497772,15
732c9f35-0c82-4128-acc3-2cf447298b1d,Major Taylor Trail & 124th St,41.66869635332246,-87.63711333274841,15
a3afbe2e-a135-11e9-9cda-0a87ae2ba916,Oakley Ave & Irving Park Rd,41.95434085219,-87.6860796243,15
a3a62fc9-a135-11e9-9cda-0a87ae2ba916,Indiana Ave & 26th St,41.845687,-87.622481,15
a3ac7444-a135-11e9-9cda-0a87ae2ba916,Halsted St & North Branch St,41.89939028549696,-87.64854490756989,15
a3ac9d43-a135-11e9-9cda-0a87ae2ba916,Western Ave & Walton St,41.89841768945,-87.6865960164,23
a3b148bf-a135-11e9-9cda-0a87ae2ba916,Laramie Ave & Madison St,41.880207,-87.755337,11
a3b0fae6-a135-11e9-9cda-0a87ae2ba916,Glenwood Ave & Touhy Ave,42.012701,-87.666058,15
a3aa8ca0-a135-11e9-9cda-0a87ae2ba916,Southport Ave & Irving Park Rd,41.954177,-87.664358,15
a3b13836-a135-11e9-9cda-0a87ae2ba916,Kenton Ave & Madison St,41.880708,-87.741018,11
a3b3634c-a135-11e9-9cda-0a87ae2ba916,Aberdeen St & Randolph St,41.884114,-87.654264,15
a3b13e66-a135-11e9-9cda-0a87ae2ba916,Cicero Ave & Flournoy St,41.872131,-87.746619,11
1799277526470631980,Lincoln Ave & Byron St,41.952372,-87.677296,15
792ceba0-564f-4a2c-bcb5-90da781ffeef,State St & 95th St,41.7218499,-87.6228544,15
a3a7f0ba-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Madison St,41.88137,-87.67493,15
a3a3b202-a135-11e9-9cda-0a87ae2ba916,Paulina Ave & North Ave,41.90985465216731,-87.66993016004562,15
da9e6779-5056-4d45-bae3-9dc325ed2807,Hale Ave & 107th St,41.699206168127674,-87.66891896724701,11
a3ac7e9a-a135-11e9-9cda-0a87ae2ba916,Racine Ave & 35th St,41.83068856472101,-87.65621066093445,15
a3a62aad-a135-11e9-9cda-0a87ae2ba916,Loomis St & Jackson Blvd,41.877945,-87.662007,19
a3b10a40-a135-11e9-9cda-0a87ae2ba916,Pulaski Rd & Lake St,41.885409,-87.726491,11
a3ad2d57-a135-11e9-9cda-0a87ae2ba916,State St & Pershing Rd,41.82301523798,-87.6265680185,11
a3b48c07-a135-11e9-9cda-0a87ae2ba916,Leavitt St & Chicago Ave,41.895501,-87.682017,19
a3a52df5-a135-11e9-9cda-0a87ae2ba916,Desplaines St & Randolph St,41.883703,-87.644238,23
a3afd7ab-a135-11e9-9cda-0a87ae2ba916,Talman Ave & Addison St,41.9466358306,-87.694614758,15
a3a859c4-a135-11e9-9cda-0a87ae2ba916,MLK Jr Dr & 29th St,41.842052,-87.617,19
a3a48d5c-a135-11e9-9cda-0a87ae2ba916,Elston Ave & Cortland St,41.91643342912655,-87.66674637794495,23
a3b222fc-a135-11e9-9cda-0a87ae2ba916,Racine Ave & Garfield Blvd,41.794228,-87.655073,11
a21de1a5-f5bc-4b50-8a13-aa28b7dcfa95,Halsted St & 96th St,41.719712183618824,-87.6430195569992,15
a3ac30c5-a135-11e9-9cda-0a87ae2ba916,Cottage Grove Ave & 51st St,41.803038,-87.606615,15
a3b11480-a135-11e9-9cda-0a87ae2ba916,Laramie Ave & Kinzie St,41.887832,-87.755527,11
1869054242749504212,Kilbourn Ave & Roscoe St,41.942722,-87.739557,15
1862806445904101456,Buckingham Fountain,41.876665,-87.620483,39
a3a8855c-a135-11e9-9cda-0a87ae2ba916,Clarendon Ave & Junior Ter,41.961004,-87.649603,23
4843d153-c725-4230-a4c7-402da6a62143,Lincoln Ave & Roscoe St*,41.9433502470174,-87.67066776752472,15
a3a547b8-a135-11e9-9cda-0a87ae2ba916,63rd St Beach,41.78091096424803,-87.57632374763489,15
94788869-1849-43f6-99e1-2eacbc3fab03,Morgan St & Lake St*,41.88549170626906,-87.65228927135468,20
a3ae87fa-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Loyola Ave,42.00104377979,-87.6611982433,23
a3a854bf-a135-11e9-9cda-0a87ae2ba916,Sedgwick St & Schiller St,41.907626,-87.638566,15
ff21c158-de98-46c6-9ef7-7082bdb7c634,Hegewisch Metra Station,41.64850076266409,-87.54608988761902,15
a3b24701-a135-11e9-9cda-0a87ae2ba916,Damen Ave & 74th St,41.759274039331224,-87.67363429069519,11
a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,Larrabee St & Menomonee St,41.91468,-87.64332,15
a3b22d3d-a135-11e9-9cda-0a87ae2ba916,Damen Ave & 59th St,41.785861065132,-87.67414391040802,11
a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,Western Blvd & 48th Pl,41.805661,-87.683392,11
a3a6c38e-a135-11e9-9cda-0a87ae2ba916,Southport Ave & Wellington Ave,41.93577461766458,-87.66360014677048,19
a3a3ace6-a135-11e9-9cda-0a87ae2ba916,Racine Ave & 18th St,41.858166,-87.656495,15
a3b2be3a-a135-11e9-9cda-0a87ae2ba916,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,11
a3ad13e4-a135-11e9-9cda-0a87ae2ba916,Shields Ave & 28th Pl,41.842733,-87.635491,11
a3a614ad-a135-11e9-9cda-0a87ae2ba916,McClurg Ct & Erie St,41.894503,-87.617854,31
a3a82c6c-a135-11e9-9cda-0a87ae2ba916,Southport Ave & Waveland Ave,41.94815,-87.66394,23
a3addda0-a135-11e9-9cda-0a87ae2ba916,Kedzie Ave & 24th St,41.848193,-87.705412,11
a3a9f76a-a135-11e9-9cda-0a87ae2ba916,Kedzie Ave & Palmer Ct,41.921525,-87.707322,15
a3a3b731-a135-11e9-9cda-0a87ae2ba916,Honore St & Division St,41.903119,-87.673935,23
a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,27
a3b23cb8-a135-11e9-9cda-0a87ae2ba916,Racine Ave & 65th St,41.775393,-87.654308,11
a3ad7636-a135-11e9-9cda-0a87ae2ba916,MLK Jr Dr & 56th St,41.79342945658,-87.6158532619,11
a3ac35ed-a135-11e9-9cda-0a87ae2ba916,Jeffery Blvd & 67th St,41.77351755125,-87.5771428255,11
e63300bd-4ca3-4255-adfd-522289d68b8a,Loomis Blvd & 84th St,41.741486528618054,-87.65841007232666,15
a3a97a01-a135-11e9-9cda-0a87ae2ba916,Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071,15
a3af5d1c-a135-11e9-9cda-0a87ae2ba916,Western Ave & Lunt Ave,42.0085943972,-87.6904922389,15
759171ce-f355-4740-948d-e14bb8f7dc0e,Avenue O & 134th St,41.651799,-87.540696,15
a3a3a282-a135-11e9-9cda-0a87ae2ba916,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,35
